1.684815e+00,0.000000e+00,-8.797053e-02,0.000000e+00,-1.263449e+00,1.878151e-04
1.684815e+00,-2.500000e-07,-8.797053e-02,-2.390634e-07,-1.263449e+00,1.878192e-04
1.684815e+00,-7.500000e-07,-8.797053e-02,-7.171902e-07,-1.263449e+00,1.878274e-04
1.684815e+00,-1.750000e-06,-8.797053e-02,-1.673444e-06,-1.263449e+00,1.878439e-04
1.684815e+00,-3.750000e-06,-8.797053e-02,-3.585951e-06,-1.263449e+00,1.878768e-04
1.684815e+00,-7.750000e-06,-8.797053e-02,-7.410965e-06,-1.263449e+00,1.879427e-04
1.684815e+00,-1.575000e-05,-8.797053e-02,-1.506099e-05,-1.263449e+00,1.880743e-04
1.684815e+00,-3.175000e-05,-8.797053e-02,-3.036105e-05,-1.263449e+00,1.883377e-04
1.684815e+00,-6.375000e-05,-8.797052e-02,-6.096116e-05,-1.263449e+00,1.888644e-04
1.684815e+00,-1.277500e-04,-8.797051e-02,-1.221614e-04,-1.263449e+00,1.899178e-04
1.684815e+00,-2.557500e-04,-8.797049e-02,-2.445618e-04,-1.263449e+00,1.920246e-04
1.684815e+00,-5.117500e-04,-8.797045e-02,-4.893627e-04,-1.263449e+00,1.962383e-04
1.684815e+00,-1.023750e-03,-8.797037e-02,-9.789644e-04,-1.263449e+00,2.046655e-04
1.684813e+00,-2.047749e-03,-8.797020e-02,-1.958167e-03,-1.263447e+00,2.215201e-04
1.684809e+00,-4.095742e-03,-8.796981e-02,-3.916565e-03,-1.263441e+00,2.552290e-04
1.684790e+00,-8.191684e-03,-8.796888e-02,-7.833302e-03,-1.263418e+00,3.226461e-04
1.684758e+00,-1.228753e-02,-8.796772e-02,-1.174991e-02,-1.263380e+00,3.900621e-04
1.684713e+00,-1.638322e-02,-8.796635e-02,-1.566632e-02,-1.263327e+00,4.574766e-04
1.684656e+00,-2.047872e-02,-8.796475e-02,-1.958246e-02,-1.263258e+00,5.248891e-04
1.684586e+00,-2.457397e-02,-8.796294e-02,-2.349828e-02,-1.263174e+00,5.922994e-04
1.684409e+00,-3.276353e-02,-8.795867e-02,-3.132867e-02,-1.262961e+00,7.271116e-04
1.684180e+00,-4.095151e-02,-8.795351e-02,-3.915695e-02,-1.262686e+00,8.619105e-04
1.683901e+00,-4.913751e-02,-8.794749e-02,-4.698260e-02,-1.262351e+00,9.966932e-04
1.683571e+00,-5.732114e-02,-8.794059e-02,-5.480510e-02,-1.261954e+00,1.131457e-03
1.683190e+00,-6.550200e-02,-8.793282e-02,-6.262392e-02,-1.261497e+00,1.266198e-03
1.682759e+00,-7.367969e-02,-8.792417e-02,-7.043854e-02,-1.260979e+00,1.400915e-03
1.681744e+00,-9.002402e-02,-8.790426e-02,-8.605309e-02,-1.259760e+00,1.670265e-03
1.680527e+00,-1.063510e-01,-8.788085e-02,-1.016446e-01,-1.258299e+00,1.939483e-03
1.679108e+00,-1.226574e-01,-8.785396e-02,-1.172088e-01,-1.256595e+00,2.208549e-03
